aeropuerto_origen,aeropuerto_destino,distancia_entre_aeropuertos
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 22.308, 'longitud': 113.9154}",5481
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 19.4363, 'longitud': -99.0721}",7758
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 49.0128, 'longitud': 2.5489}",8980
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 51.47, 'longitud': -0.4543}",7957
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 21.7025, 'longitud': -102.8639}",2045
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 20.5225, 'longitud': -103.3097}",9397
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 25.7854, 'longitud': -100.1077}",9444
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 22.1536, 'longitud': -100.9267}",6710
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 25.7854, 'longitud': -100.1077}",1175
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.0365, 'longitud': -86.8769}",2238
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 21.0365, 'longitud': -86.8769}",7871
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 49.0128, 'longitud': 2.5489}",1130
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 16.7658, 'longitud': -99.7639}",7129
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.5225, 'longitud': -103.3097}",1124
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 35.7647, 'longitud': 140.3864}",8814
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.4363, 'longitud': -99.0721}",1022
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 51.47, 'longitud': -0.4543}",9654
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 50.0333, 'longitud': 8.5705}",4785
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 35.7647, 'longitud': 140.3864}",3386
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 52.3105, 'longitud': 4.7683}",6163
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 19.4363, 'longitud': -99.0721}",8356
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.308, 'longitud': 113.9154}",5304
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 51.47, 'longitud': -0.4543}",9080
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 19.4363, 'longitud': -99.0721}",4007
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.5225, 'longitud': -103.3097}",6841
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 35.7647, 'longitud': 140.3864}",8572
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 32.5362, 'longitud': -117.0203}",6683
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 35.7647, 'longitud': 140.3864}",7819
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 25.7854, 'longitud': -100.1077}",1714
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 25.7854, 'longitud': -100.1077}",8268
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 22.1536, 'longitud': -100.9267}",4293
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.1433, 'longitud': -96.1733}",1904
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 25.7854, 'longitud': -100.1077}",6352
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.9942, 'longitud': -101.4797}",1497
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 21.7025, 'longitud': -102.8639}",7419
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': -34.6037, 'longitud': -58.3711}",700
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 50.0333, 'longitud': 8.5705}",8451
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 19.4363, 'longitud': -99.0721}",9981
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 22.1536, 'longitud': -100.9267}",6292
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.9942, 'longitud': -101.4797}",2548
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 22.1536, 'longitud': -100.9267}",5009
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 35.7647, 'longitud': 140.3864}",9298
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 35.7647, 'longitud': 140.3864}",1127
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 32.5362, 'longitud': -117.0203}",9278
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.1536, 'longitud': -100.9267}",9967
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 32.5362, 'longitud': -117.0203}",7062
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 50.0333, 'longitud': 8.5705}",1800
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 33.9425, 'longitud': -118.407}",1390
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 50.0333, 'longitud': 8.5705}",8651
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 33.9425, 'longitud': -118.407}",1230
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 20.5225, 'longitud': -103.3097}",2959
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 33.9425, 'longitud': -118.407}",1429
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.4363, 'longitud': -99.0721}",8235
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 22.1536, 'longitud': -100.9267}",3823
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 51.47, 'longitud': -0.4543}",3959
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.0365, 'longitud': -86.8769}",3299
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 25.7854, 'longitud': -100.1077}",4144
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.5225, 'longitud': -103.3097}",6373
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 35.7647, 'longitud': 140.3864}",6159
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 22.1536, 'longitud': -100.9267}",9094
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 19.4363, 'longitud': -99.0721}",2256
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 22.308, 'longitud': 113.9154}",4994
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 20.9942, 'longitud': -101.4797}",6757
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 40.6397, 'longitud': -73.7789}",8032
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 32.5362, 'longitud': -117.0203}",2822
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",1190
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': -33.9461, 'longitud': 151.1771}",4848
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 50.0333, 'longitud': 8.5705}",2100
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 21.0365, 'longitud': -86.8769}",7715
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 40.6397, 'longitud': -73.7789}",5788
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 50.0333, 'longitud': 8.5705}",6918
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 16.7658, 'longitud': -99.7639}",3366
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 16.7658, 'longitud': -99.7639}",9872
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 32.5362, 'longitud': -117.0203}",3972
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 50.0333, 'longitud': 8.5705}",9093
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 20.5225, 'longitud': -103.3097}",1972
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': -34.6037, 'longitud': -58.3711}",7290
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.5225, 'longitud': -103.3097}",2158
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 25.7854, 'longitud': -100.1077}",3060
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 35.7647, 'longitud': 140.3864}",528
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 16.7658, 'longitud': -99.7639}",8946
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 35.7647, 'longitud': 140.3864}",8226
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -34.6037, 'longitud': -58.3711}",6152
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.7025, 'longitud': -102.8639}",3360
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.7025, 'longitud': -102.8639}",9297
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.0365, 'longitud': -86.8769}",3209
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 50.0333, 'longitud': 8.5705}",5733
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 40.6397, 'longitud': -73.7789}",4911
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 35.7647, 'longitud': 140.3864}",5943
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': -33.9461, 'longitud': 151.1771}",2861
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 51.47, 'longitud': -0.4543}",9196
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.5225, 'longitud': -103.3097}",4190
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 21.7025, 'longitud': -102.8639}",1326
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 49.0128, 'longitud': 2.5489}",9080
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.7025, 'longitud': -102.8639}",2098
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 19.1433, 'longitud': -96.1733}",6076
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 51.47, 'longitud': -0.4543}",3446
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 32.5362, 'longitud': -117.0203}",8571
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 32.5362, 'longitud': -117.0203}",9639
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 50.0333, 'longitud': 8.5705}",2275
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 33.9425, 'longitud': -118.407}",6555
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 21.7025, 'longitud': -102.8639}",1074
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 33.9425, 'longitud': -118.407}",5708
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 19.4363, 'longitud': -99.0721}",8208
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 20.5225, 'longitud': -103.3097}",508
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 35.7647, 'longitud': 140.3864}",7657
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 22.1536, 'longitud': -100.9267}",4177
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 50.0333, 'longitud': 8.5705}",7276
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 52.3105, 'longitud': 4.7683}",1479
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 19.1433, 'longitud': -96.1733}",3145
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 19.4363, 'longitud': -99.0721}",4453
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 50.0333, 'longitud': 8.5705}",9322
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 22.1536, 'longitud': -100.9267}",1979
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 20.9942, 'longitud': -101.4797}",7678
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 50.0333, 'longitud': 8.5705}",1005
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 50.0333, 'longitud': 8.5705}",7445
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 20.5225, 'longitud': -103.3097}",8835
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 52.3105, 'longitud': 4.7683}",3165
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 49.0128, 'longitud': 2.5489}",4226
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': -34.6037, 'longitud': -58.3711}",8453
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.0365, 'longitud': -86.8769}",2334
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 16.7658, 'longitud': -99.7639}",2872
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 20.9942, 'longitud': -101.4797}",6698
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': -33.9461, 'longitud': 151.1771}",1181
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': -33.9461, 'longitud': 151.1771}",961
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 22.308, 'longitud': 113.9154}",3642
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 20.9942, 'longitud': -101.4797}",2602
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 16.7658, 'longitud': -99.7639}",6219
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 52.3105, 'longitud': 4.7683}",7363
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 32.5362, 'longitud': -117.0203}",7379
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 51.47, 'longitud': -0.4543}",2929
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 21.7025, 'longitud': -102.8639}",1193
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 40.6397, 'longitud': -73.7789}",3716
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 51.47, 'longitud': -0.4543}",2855
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': -34.6037, 'longitud': -58.3711}",6496
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 22.1536, 'longitud': -100.9267}",1269
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 21.7025, 'longitud': -102.8639}",2443
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': -33.9461, 'longitud': 151.1771}",2586
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 52.3105, 'longitud': 4.7683}",1016
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 16.7658, 'longitud': -99.7639}",9048
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.308, 'longitud': 113.9154}",2141
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.5225, 'longitud': -103.3097}",7811
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 20.5225, 'longitud': -103.3097}",9940
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 21.0365, 'longitud': -86.8769}",4317
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 33.9425, 'longitud': -118.407}",6569
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 20.9942, 'longitud': -101.4797}",8606
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 52.3105, 'longitud': 4.7683}",8690
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 22.1536, 'longitud': -100.9267}",4719
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.5225, 'longitud': -103.3097}",6702
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 32.5362, 'longitud': -117.0203}",8358
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 40.6397, 'longitud': -73.7789}",2423
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 50.0333, 'longitud': 8.5705}",9810
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 22.308, 'longitud': 113.9154}",1785
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 33.9425, 'longitud': -118.407}",3371
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.0365, 'longitud': -86.8769}",3460
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': -34.6037, 'longitud': -58.3711}",8633
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 21.0365, 'longitud': -86.8769}",550
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.1433, 'longitud': -96.1733}",2374
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 33.9425, 'longitud': -118.407}",6895
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 35.7647, 'longitud': 140.3864}",2128
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 51.47, 'longitud': -0.4543}",5939
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 50.0333, 'longitud': 8.5705}",5486
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 35.7647, 'longitud': 140.3864}",9526
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 32.5362, 'longitud': -117.0203}",5434
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 35.7647, 'longitud': 140.3864}",4366
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 33.9425, 'longitud': -118.407}",7062
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 16.7658, 'longitud': -99.7639}",4779
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 16.7658, 'longitud': -99.7639}",3894
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 22.1536, 'longitud': -100.9267}",1207
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 21.0365, 'longitud': -86.8769}",7493
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -34.6037, 'longitud': -58.3711}",6849
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': -34.6037, 'longitud': -58.3711}",8384
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.9942, 'longitud': -101.4797}",5890
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.1433, 'longitud': -96.1733}",5986
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 22.1536, 'longitud': -100.9267}",9493
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 22.1536, 'longitud': -100.9267}",9887
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': -34.6037, 'longitud': -58.3711}",1995
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 51.47, 'longitud': -0.4543}",6193
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 51.47, 'longitud': -0.4543}",8159
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 51.47, 'longitud': -0.4543}",9940
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 22.308, 'longitud': 113.9154}",6644
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 19.1433, 'longitud': -96.1733}",5509
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': -34.6037, 'longitud': -58.3711}",1561
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 32.5362, 'longitud': -117.0203}",1152
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 19.4363, 'longitud': -99.0721}",6404
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 21.0365, 'longitud': -86.8769}",3761
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 21.7025, 'longitud': -102.8639}",2189
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 19.4363, 'longitud': -99.0721}",9758
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 51.47, 'longitud': -0.4543}",4185
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 25.7854, 'longitud': -100.1077}",5412
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.5225, 'longitud': -103.3097}",7696
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 32.5362, 'longitud': -117.0203}",5296
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.7025, 'longitud': -102.8639}",4954
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 51.47, 'longitud': -0.4543}",602
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 33.9425, 'longitud': -118.407}",6851
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 33.9425, 'longitud': -118.407}",6291
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 20.5225, 'longitud': -103.3097}",5930
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 40.6397, 'longitud': -73.7789}",1995
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 50.0333, 'longitud': 8.5705}",8025
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': -33.9461, 'longitud': 151.1771}",9779
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 40.6397, 'longitud': -73.7789}",6855
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 49.0128, 'longitud': 2.5489}",7211
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 22.308, 'longitud': 113.9154}",7635
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 22.1536, 'longitud': -100.9267}",9013
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 21.0365, 'longitud': -86.8769}",2442
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 22.1536, 'longitud': -100.9267}",7351
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 40.6397, 'longitud': -73.7789}",5407
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.5225, 'longitud': -103.3097}",6364
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': -34.6037, 'longitud': -58.3711}",937
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 22.1536, 'longitud': -100.9267}",5400
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 50.0333, 'longitud': 8.5705}",7368
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 32.5362, 'longitud': -117.0203}",9866
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.5225, 'longitud': -103.3097}",7037
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 50.0333, 'longitud': 8.5705}",7149
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.1433, 'longitud': -96.1733}",2673
